latitud,longitud,farm_id,objeto,calle,altura,direc_norm,direc_arcg,telefono,obs_telefono,barrio,comuna
-584.219.345.622.409,-345.860.984.334.822,409,FARMACIA,ARMENIA,2217,ARMENIA 2217,2217 ARMENIA,,,PALERMO,14
-584.151.556.477.904,-345.914.900.430.945,412,FARMACIA,BULNES,1714,BULNES 1714,1714 BULNES,,,PALERMO,14
-584.395.760.938.767,-345.742.386.128.663,432,FARMACIA,SANTOS DUMONT,2491,"DUMONT, SANTOS 2491","2491 DUMONT, SANTOS",4776-7526,,PALERMO,14
-58.424.482.945.394,-34.584.632.969.277,436,FARMACIA,PARAGUAY,4502,PARAGUAY 4502,4502 PARAGUAY,4775-9601,,PALERMO,14
-584.047.484.495.165,-345.824.129.627.488,438,FARMACIA,ORTIZ DE OCAMPO,2620,ORTIZ DE OCAMPO 2620,2620 ORTIZ DE OCAMPO,4806-6678,4815-7476,PALERMO,14
-584.187.869.812.503,-345.852.287.992.345,442,FARMACIA,GUEMES,4102,GUEMES 4102,4102 GUEMES,4833-4709,,PALERMO,14
-584.314.785.247.239,-345.708.803.245.326,463,FARMACIA,CHENAUT,1816,"CHENAUT, INDALESIO, GRAL. AV. 1816","1816 CHENAUT, INDALESIO, GRAL. AV.",,,PALERMO,14
-584.355.041.983.913,-345.799.047.882.978,489,FARMACIA,A. J. CARRANZA,2002,"CARRANZA, ANGEL JUSTINIANO 2002","2002 CARRANZA, ANGEL JUSTINIANO",4771-0229,,PALERMO,14
-584.269.075.100.353,-345.924.399.662.834,497,FARMACIA,AV RAUL SCALABRINI ORTIZ,1383,"SCALABRINI ORTIZ, RAUL AV. 1383","1383 SCALABRINI ORTIZ, RAUL AV.",4831-0380,,PALERMO,14
-584.153.364.986.673,-345.874.375.003.502,501,FARMACIA,GUEMES,3787,GUEMES 3787,3787 GUEMES,4832-9680,,PALERMO,14
-584.181.203.135.119,-345.839.096.134.023,510,FARMACIA,AV SANTA FE,3878,SANTA FE AV. 3878,3878 SANTA FE AV.,4832-3621,,PALERMO,14
-584.065.380.355.508,-345.777.231.459.129,515,FARMACIA,CASTEX,3438,CASTEX 3438,3438 CASTEX,4801-3146,,PALERMO,14
-584.179.270.716.311,-34.585.960.728.814,521,FARMACIA,GUEMES,4024,GUEMES 4024,4024 GUEMES,4832-1007,,PALERMO,14
-584.069.791.617.541,-345.807.154.220.387,535,FARMACIA,CERVIÃ‘O,3381,CERVIÃ‘O AV. 3381,3381 CERVIÃ‘O AV.,4807-1881,/20,PALERMO,14
-584.206.011.236.514,-345.822.278.472.767,537,FARMACIA,AV SANTA FE,4024,SANTA FE AV. 4024,4024 SANTA FE AV.,4831-0334,,PALERMO,14
-584.143.893.276.795,-345.859.503.201.705,561,FARMACIA,AV SANTA FE,3557,SANTA FE AV. 3557,3557 SANTA FE AV.,4832-1071,,PALERMO,14
-584.124.358.920.156,-345.793.091.666.947,892,FARMACIA,ARABE SIRIA,3193,REPUBLICA ARABE SIRIA 3193,3193 REPUBLICA ARABE SIRIA,4802-0358,4809-0070 o 4809-0071,PALERMO,14
-584.055.213.563.001,-345.769.728.238.801,1394,FARMACIA,JERONIMO SALGUERO,3080,"SALGUERO, JERONIMO 3080","3080 SALGUERO, JERONIMO",4801-6013,/3788,PALERMO,14
-584.359.816.402.632,-345.696.662.980.554,1405,FARMACIA,AV LUIS MARIA CAMPOS,751,"CAMPOS, LUIS M. AV. 751","751 CAMPOS, LUIS M. AV.",4777-0874,,PALERMO,14
-584.124.824.408.188,-345.831.546.268.785,1407,FARMACIA,RAUL SCALABRINI ORTIZ,2847,"SCALABRINI ORTIZ, RAUL 2847","2847 SCALABRINI ORTIZ, RAUL",4806-1820,,PALERMO,14
-584.357.248.537.626,-345.652.869.973.938,1416,FARMACIA,MIGUELETES,961,MIGUELETES 961,961 MIGUELETES,5778-0450,,PALERMO,14
-584.445.092.961.884,-345.698.595.631.012,599,FARMACIA,AV CABILDO,799,CABILDO AV. 799,799 CABILDO AV.,4771-3534,,PALERMO,14
-584.042.477.959.056,-345.780.588.148.401,607,FARMACIA,SAN MARTIN DE TOURS,2952,SAN MARTIN DE TOURS 2952,2952 SAN MARTIN DE TOURS,4809-5504,INT 003,PALERMO,14
-58.434.541.750.875,-345.691.648.741.633,618,FARMACIA,BEJAMIN MATIENZO,1830,"MATIENZO, BENJAMIN, TENIENTE 1830","1830 MATIENZO, BENJAMIN, TENIENTE",4777-3158,,PALERMO,14
-584.360.053.038.245,-345.704.283.562.254,620,FARMACIA,AV LUIS MARIA CAMPOS,726,"CAMPOS, LUIS M. AV. 726","726 CAMPOS, LUIS M. AV.",4778-1404,,PALERMO,14
-584.081.634.217.287,-345.803.003.435.755,628,FARMACIA,JERONIMO SALGUERO,2715,"SALGUERO, JERONIMO 2715","2715 SALGUERO, JERONIMO",4802-7565,,PALERMO,14
-58.443.367.249.106,-345.686.820.772.497,657,FARMACIA,AV FEDERICO LACROZE,2278,"LACROZE, FEDERICO AV. 2278","2278 LACROZE, FEDERICO AV.",4772-0361,,PALERMO,14
-584.390.224.593.074,-345.636.995.875.315,659,FARMACIA,AV FEDERICO LACROZE,1701,"LACROZE, FEDERICO 1701","1701 LACROZE, FEDERICO",4772-2864,,PALERMO,14
-584.248.717.018.873,-345.792.189.881.625,664,FARMACIA,AV SANTA FE,4538,SANTA FE AV. 4538,4538 SANTA FE AV.,4773-3978,,PALERMO,14
-584.371.653.795.998,-345.743.336.316.439,709,FARMACIA,AV CABILDO,100,CABILDO AV. 100,100 CABILDO AV.,4771-0960,4777-6123,PALERMO,14
-584.122.988.503.344,-345.878.084.126.643,740,FARMACIA,AV SANTA FE,3350,SANTA FE AV. 3350,3350 SANTA FE AV.,4825-8846,,PALERMO,14
-584.328.238.063.596,-345.700.041.767.367,752,FARMACIA,ARCE,516,ARCE 516,516 ARCE,4771-0414,,PALERMO,14
-584.320.153.467.847,-345.784.155.528.301,766,FARMACIA,PARAGUAY,5301,PARAGUAY 5301,5301 PARAGUAY,4771-7627,,PALERMO,14
-58.422.158.268.365,-345.811.288.505.447,801,FARMACIA,AV SANTA FE,4220,SANTA FE AV. 4220,4220 SANTA FE AV.,4777-2643,,PALERMO,14
-58.411.914.951.679,-345.802.193.392.791,842,FARMACIA,CABELLO,3701,CABELLO 3701,3701 CABELLO,4802-0334,,PALERMO,14
-584.273.790.134.682,-345.780.962.654.003,862,FARMACIA,AV SANTA FE,4800,SANTA FE AV. 4800,4800 SANTA FE AV.,,,PALERMO,14
-584.235.860.331.664,-345.811.261.000.913,880,FARMACIA,URIARTE,2436,URIARTE 2436,2436 URIARTE,4773-7004,,PALERMO,14
-584.127.305.000.656,-345.895.328.607.199,920,FARMACIA,GUEMES,3500,GUEMES 3500,3500 GUEMES,4829-0200,,PALERMO,14
-58.422.303.462.608,-345.810.364.067.488,940,FARMACIA,AV SANTA FE,4228,SANTA FE AV. 4228,4228 SANTA FE AV.,4775-4446,,PALERMO,14
-584.263.917.840.719,-345.738.471.175.917,945,FARMACIA,AV CERVINO,4860,CERVIÃ‘O AV. 4860,4860 CERVIÃ‘O AV.,4773-2988,4773-2862 o 4776-0236,PALERMO,14
-584.228.364.268.829,-345.837.388.561.099,946,FARMACIA,CHARCAS,4299,CHARCAS 4299,4299 CHARCAS,4831-1551,,PALERMO,14
-584.382.941.295.303,-345.654.550.704.096,978,FARMACIA,AV OLLEROS,1802,OLLEROS AV. 1802,1802 OLLEROS AV.,,,PALERMO,14
-584.355.328.260.616,-345.659.188.987.528,1016,FARMACIA,MAURE,1615,MAURE 1615,1615 MAURE,4511-4681,,PALERMO,14
-584.225.523.840.979,-345.975.384.404.969,1032,FARMACIA,AV CORDOBA,3949,CORDOBA AV. 3949,3949 CORDOBA AV.,,,PALERMO,14
-584.300.689.244.769,-34.594.080.900.055,1047,FARMACIA,AV CORDOBA,4601,CORDOBA AV. 4601,4601 CORDOBA AV.,,,PALERMO,14
-584.113.241.630.864,-345.879.481.520.442,1084,FARMACIA,BULNES,2001,BULNES 2001,2001 BULNES,4821-2014,,PALERMO,14
-584.455.227.204.403,-345.690.573.603.221,1088,FARMACIA,TEODORO GARCIA,2377,"GARCIA, TEODORO 2377","2377 GARCIA, TEODORO",4785-6161,,PALERMO,14
-584.069.560.101.857,-345.829.940.747.071,1097,FARMACIA,AV LAS HERAS,3299,LAS HERAS GENERAL AV. 3299,3299 LAS HERAS GENERAL AV.,4802-9669,,PALERMO,14
-584.231.501.308.635,-345.761.244.806.357,1099,FARMACIA,GODOY CRUZ,2958,GODOY CRUZ 2958,2958 GODOY CRUZ,4771-2366,,PALERMO,14
-584.480.870.006.834,-345.680.708.235.821,1177,FARMACIA,AV CABILDO,1201,CABILDO AV. 1201,1201 CABILDO AV.,4787-0207,,PALERMO,14
-584.345.378.417.571,-345.712.242.839.022,1187,FARMACIA,AV LUIS MARIA CAMPOS,581,"CAMPOS, LUIS M. AV. 581","581 CAMPOS, LUIS M. AV.",4774-5010,,PALERMO,14
-584.234.278.848.903,-345.901.259.488.608,1188,FARMACIA,AV RAUL SCALABRINI ORTIZ,1751,"SCALABRINI ORTIZ, RAUL AV. 1751","1751 SCALABRINI ORTIZ, RAUL AV.",4831-2227,4832-3956,PALERMO,14
-584.243.239.399.508,-34.579.593.773.627,1214,FARMACIA,AV SANTA FE,4486,SANTA FE AV. 4486,4486 SANTA FE AV.,4772-0313,,PALERMO,14
-584.434.449.737.211,-345.704.516.958.807,1229,FARMACIA,AV CABILDO,659,CABILDO AV. 659,659 CABILDO AV.,4771-0728,,PALERMO,14
-584.244.021.764.363,-345.780.159.466.456,1241,FARMACIA,GODOY CRUZ,2771,GODOY CRUZ 2771,2771 GODOY CRUZ,4899-0333,,PALERMO,14
-584.238.540.053.459,-345.751.499.833.415,1251,FARMACIA,AV CERVINO,4716,CERVIÃ‘O AV. 4716,4716 CERVIÃ‘O AV.,4776-0868,4776-6080,PALERMO,14
-584.408.090.642.417,-345.647.214.349.574,1289,FARMACIA,AV LUIS MARIA CAMPOS,1267,"CAMPOS, LUIS M. AV. 1267","1267 CAMPOS, LUIS M. AV.",4773-6656,,PALERMO,14
-584.250.955.933.225,-345.803.197.805.327,1291,FARMACIA,GUEMES,4799,GUEMES 4799,4799 GUEMES,4776-1140,,PALERMO,14
-584.040.252.264.339,-34.577.858.797.953,1303,FARMACIA,SAN MARTIN DE TOURS,2976,SAN MARTIN DE TOURS 2976,2976 SAN MARTIN DE TOURS,4800-1137,,PALERMO,14
-584.360.376.244.794,-34.567.129.353.538,1308,FARMACIA,MAURE,1732,MAURE 1732,1732 MAURE,4779-1100,,PALERMO,14
-584.406.270.579.271,-345.724.053.977.786,1325,FARMACIA,AV CABILDO,370,CABILDO AV. 370,370 CABILDO AV.,4772-3989,,PALERMO,14
-58.420.055.622.034,-345.957.628.280.778,1338,FARMACIA,MEDRANO,1168,MEDRANO 1168,1168 MEDRANO,4863-3346,,PALERMO,14
-584.467.287.846.178,-34.568.813.812.308,1341,FARMACIA,AV CABILDO,1053,CABILDO AV. 1053,1053 CABILDO AV.,4783-8599,,PALERMO,14
-584.395.788.985.748,-345.647.839.237.228,1353,FARMACIA,AV FEDERICO LACROZE,1810,"LACROZE, FEDERICO 1810","1810 LACROZE, FEDERICO",4772-4591,,PALERMO,14
-584.326.404.083.668,-345.732.312.422.702,1359,FARMACIA,AV LUIS MARIA CAMPOS,315,"CAMPOS, LUIS M. AV. 315","315 CAMPOS, LUIS M. AV.",4774-7939,,PALERMO,14
-584.292.791.387.643,-345.809.076.587.197,1447,FARMACIA,PARAGUAY,5002,PARAGUAY 5002,5002 PARAGUAY,4777-0453,,PALERMO,14
-584.030.146.685.132,-345.748.251.321.495,1458,FARMACIA,JERONIMO SALGUERO,3297,"SALGUERO, JERONIMO 3297","3297 SALGUERO, JERONIMO",,,PALERMO,14
-584.201.473.390.975,-345.905.924.805.505,1468,FARMACIA,FCO ACUÃ‘A DE FIGUEROA,1777,"ACUÃ‘A DE FIGUEROA, FRANCISCO 1777","1777 ACUÃ‘A DE FIGUEROA, FRANCISCO",4861-6802,,PALERMO,14
-584.179.596.509.921,-345.859.360.591.976,1494,FARMACIA,GUEMES,4026,GUEMES 4026,4026 GUEMES,4831-0489,,PALERMO,14
-584.028.218.722.224,-345.819.314.830.044,1502,FARMACIA,AV DEL LIBERTADOR,2102,DEL LIBERTADOR AV. 2102,2102 DEL LIBERTADOR AV.,4802-9318,,PALERMO,14
-584.180.455.571.433,-345.897.846.069.485,1503,FARMACIA,MEDRANO,1773,MEDRANO 1773,1773 MEDRANO,4825-4612,,PALERMO,14
-58.428.650.272.017,-345.776.589.709.059,1505,FARMACIA,AV SANTA FE,4900,SANTA FE AV. 4900,4900 SANTA FE AV.,4772-8107,,PALERMO,14
-584.416.594.190.041,-34.571.360.389.978,1510,FARMACIA,AV CABILDO,499,CABILDO AV. 499,499 CABILDO AV.,4771-3427,4771-1887,PALERMO,14
-584.343.005.673.382,-345.665.037.481.849,1515,FARMACIA,JORGE NEWBERY,1601,"NEWBERY, JORGE 1601","1601 NEWBERY, JORGE",4771-2256,,PALERMO,14
-584.214.593.117.566,-345.887.738.304.672,1526,FARMACIA,AV RAUL SCALABRINI ORTIZ,1999,"SCALABRINI ORTIZ, RAUL AV. 1999","1999 SCALABRINI ORTIZ, RAUL AV.",4832-5617,,PALERMO,14
-584.434.711.292.376,-345.851.944.284.198,499,FARMACIA,AV CORDOBA,5901,CORDOBA AV. 5901,5901 CORDOBA AV.,4774-1483,,PALERMO,14
-584.320.745.115.729,-345.768.346.779.096,357,FARMACIA,ANGEL J CARRANZA,2388,"CARRANZA, ANGEL JUSTINIANO 2388","2388 CARRANZA, ANGEL JUSTINIANO",4771-0450,,PALERMO,14
-584.170.867.924.023,-345.976.587.375.453,14,FARMACIA,AV CORDOBA,3599,CORDOBA AV. 3599,3599 CORDOBA AV.,4963-3129,,PALERMO,14
-584.702.389.706.626,-346.890.914.128.166,230,FARMACIA,CORRALES,6302,CORRALES 6302,6302 CORRALES,4605-0367,4712-0671,VILLA RIACHUELO,8
-584.778.559.687.817,-346.871.818.319.455,321,FARMACIA,GUAMINI,4867,GUAMINI 4867,4867 GUAMINI,4602-1039,,VILLA RIACHUELO,8
-584.738.408.042.379,-346.840.702.661.333,504,FARMACIA,CNEL. MARTINIANO CHILAVERT,6125,"CHILAVERT, MARTINIANO, CORONEL 6125","6125 CHILAVERT, MARTINIANO, CORONEL",,,VILLA RIACHUELO,8
-584.751.890.063.058,-346.858.173.906.941,906,FARMACIA,CHILAVERT,6364,"CHILAVERT, MARTINIANO, CORONEL 6364","6364 CHILAVERT, MARTINIANO, CORONEL",4605-3010,,VILLA RIACHUELO,8
-584.736.002.965.019,-346.857.389.564.325,822,FARMACIA,AV FERNANDEZ DE LA CRUZ,6245,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 6245","6245 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",4605-9797,4605-5018,VILLA RIACHUELO,8
-584.734.714.927.344,-346.861.404.306.831,929,FARMACIA,F.F. DE LA CRUZ AV,6290,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 6290","6290 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",4605-8881,4604-2577,VILLA RIACHUELO,8
-584.771.290.374.914,-346.870.202.955.529,1476,FARMACIA,CHILAVERT M. CNEL.,6577,"CHILAVERT, MARTINIANO, CORONEL 6577","6577 CHILAVERT, MARTINIANO, CORONEL",4601-2104,,VILLA RIACHUELO,8
-584.457.291.913.577,-346.621.668.487.791,84,FARMACIA,AV FCO. F. DE LA CRUZ,3342,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 3342","3342 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",4918-9900,,VILLA SOLDATI,8
-584.430.199.748.471,-346.647.206.032.367,180,FARMACIA,CORRALES,3381,CORRALES 3381,3381 CORRALES,4919-4704,,VILLA SOLDATI,8
-584.419.177.395.009,-346.604.090.556.553,351,FARMACIA,AV LAFUENTE,2899,LAFUENTE 2899,2899 LAFUENTE,,,VILLA SOLDATI,8
-584.451.208.844.284,-346.607.659.288.851,1354,FARMACIA,PORTELA,2975,PORTELA 2975,2975 PORTELA,,,VILLA SOLDATI,8
-584.400.744.354.172,-346.615.513.726.118,1490,FARMACIA,AV LAFUENTE,3068,LAFUENTE 3068,3068 LAFUENTE,4918-5545,,VILLA SOLDATI,8
-584.989.670.963,-345.817.499.683.488,32,FARMACIA,GRAL. JOSE G. DE ARTIGAS,4899,"ARTIGAS, JOSE GERVASIO, GRAL. 4899","4899 ARTIGAS, JOSE GERVASIO, GRAL.",4571-2960,,VILLA PUEYRREDON,12
-585.096.479.632.459,-345.772.678.338.167,144,FARMACIA,AV ALBARELLOS,2889,ALBARELLOS AV. 2889,2889 ALBARELLOS AV.,,,VILLA PUEYRREDON,12
-585.072.617.359.377,-345.895.675.189.305,168,FARMACIA,AV GRAL. MOSCONI,3300,MOSCONI GENERAL AV. 3300,3300 MOSCONI GENERAL AV.,4571-2212,,VILLA PUEYRREDON,12
-585.010.666.662.582,-34.585.383.770.272,278,FARMACIA,AV GRAL. MOSCONI,2799,MOSCONI GENERAL AV. 2799,2799 MOSCONI GENERAL AV.,4571-1319,,VILLA PUEYRREDON,12
-585.001.319.020.057,-345.887.600.346.541,379,FARMACIA,NAZCA,4392,NAZCA 4392,4392 NAZCA,4572-9306 4572-9255,,VILLA PUEYRREDON,12
-585.066.589.984.583,-345.711.988.443.644,493,FARMACIA,AV DE LOS CONSTITUYENTES,6117,DE LOS CONSTITUYENTES AV. 6117,6117 DE LOS CONSTITUYENTES AV.,4574-5866,,VILLA PUEYRREDON,12
-585.052.924.267.585,-345.883.746.049.577,519,FARMACIA,AV GRAL. MOSCONI,3140,MOSCONI GENERAL AV. 3140,3140 MOSCONI GENERAL AV.,4574-2840,,VILLA PUEYRREDON,12
-585.057.289.629.442,-345.721.432.865.486,899,FARMACIA,AV DE LOS CONSTITUYENTES,6020,DE LOS CONSTITUYENTES AV. 6020,6020 DE LOS CONSTITUYENTES AV.,,,VILLA PUEYRREDON,12
-584.984.551.984.329,-345.906.579.121.699,1403,FARMACIA,SALVADOR MARIA DEL CARRIL,2901,"CARRIL, SALVADOR MARIA DEL AV. 2901","2901 CARRIL, SALVADOR MARIA DEL AV.",4572-0341,,VILLA PUEYRREDON,12
-584.976.482.601.661,-345.836.946.358.652,1069,FARMACIA,AV GRAL. MOSCONI,2502,MOSCONI GENERAL AV. 2502,2502 MOSCONI GENERAL AV.,,,VILLA PUEYRREDON,12
-585.009.494.979.664,-345.753.117.271.806,1144,FARMACIA,AV DE LOS CONSTITUYENTES,5502,DE LOS CONSTITUYENTES AV. 5502,5502 DE LOS CONSTITUYENTES AV.,4572-0988,,VILLA PUEYRREDON,12
-584.991.844.776.118,-345.815.849.624.423,1331,FARMACIA,GRAL. JOSE G. DE ARTIGAS,4901,"ARTIGAS, JOSE GERVASIO, GRAL. 4901","4901 ARTIGAS, JOSE GERVASIO, GRAL.",4572-9756,4571-6169,VILLA PUEYRREDON,12
-584.978.913.248.006,-34.583.413.194.267,1332,FARMACIA,GRAL. JOSE G. DE ARTIGAS,4702,"ARTIGAS, JOSE GERVASIO, GRAL. 4702","4702 ARTIGAS, JOSE GERVASIO, GRAL.",4571-1628,,VILLA PUEYRREDON,12
-584.994.712.598.195,-345.848.312.392.029,1348,FARMACIA,AV GRAL. MOSCONI,2674,MOSCONI GENERAL AV. 2674,2674 MOSCONI GENERAL AV.,4572-8941,,VILLA PUEYRREDON,12
-585.061.803.069.192,-345.884.738.419.933,1413,FARMACIA,AV GRAL. MOSCONI,3199,MOSCONI GENERAL AV. 3199,3199 MOSCONI GENERAL AV.,4571-0637,,VILLA PUEYRREDON,12
-585.114.087.030.521,-345.968.168.731.906,34,FARMACIA,HABANA,3806,HABANA 3806,3806 HABANA,5010023,,VILLA DEVOTO,11
-585.047.312.209.248,-345.977.706.382.228,68,FARMACIA,PEDRO MORAN,3529,"MORAN, PEDRO 3529","3529 MORAN, PEDRO",,,VILLA DEVOTO,11
-585.075.447.849.769,-3.461.007.255.417,81,FARMACIA,SANABRIA,2898,SANABRIA 2898,2898 SANABRIA,4639-7592,,VILLA DEVOTO,11
-585.214.985.088.039,-346.086.085.493.999,140,FARMACIA,PEDRO MORAN,4892,"MORAN, PEDRO 4892","4892 MORAN, PEDRO",4568-7197,,VILLA DEVOTO,11
-585.124.073.771.408,-346.011.982.661.155,153,FARMACIA,FERNANDEZ DE ENCISO,3979,FERNANDEZ DE ENCISO 3979,3979 FERNANDEZ DE ENCISO,4504-8509,,VILLA DEVOTO,11
-585.117.540.711.333,-34.587.404.674.411,176,FARMACIA,LLAVALLOL,5066,LLAVALLOL 5066,5066 LLAVALLOL,45710324,,VILLA DEVOTO,11
-585.177.682.576.308,-346.058.890.446.133,207,FARMACIA,PEDRO MORAN,4601,"MORAN, PEDRO 4601","4601 MORAN, PEDRO",4501-5400,,VILLA DEVOTO,11
-58.511.792.871.028,-345.954.779.368.657,252,FARMACIA,AV FERNANDEZ DE ENCISO,4408,FERNANDEZ DE ENCISO 4408,4408 FERNANDEZ DE ENCISO,4504-2981,,VILLA DEVOTO,11
-5.850.766.448.599,-34.612.047.652.701,276,FARMACIA,NOGOYA,4489,NOGOYA 4489,4489 NOGOYA,4566-1683,,VILLA DEVOTO,11
-585.134.472.259.555,-346.161.812.146.516,323,FARMACIA,BERMUDEZ,2461,BERMUDEZ 2461,2461 BERMUDEZ,4567-6067,,VILLA DEVOTO,11
-585.085.242.383.617,-346.138.937.670.216,360,FARMACIA,BAIGORRIA,4601,BAIGORRIA 4601,4601 BAIGORRIA,4639-6643,,VILLA DEVOTO,11
-585.110.588.429.861,-346.060.449.062.964,434,FARMACIA,SANABRIA,3354,SANABRIA 3354,3354 SANABRIA,4501-3547,,VILLA DEVOTO,11
-585.060.914.729.564,-346.065.756.716.182,460,FARMACIA,TINOGASTA,4109,TINOGASTA 4109,4109 TINOGASTA,4639-2169,4654-3940,VILLA DEVOTO,11
-585.080.221.140.295,-346.037.156.925.768,494,FARMACIA,AV BEIRO FRANCISCO,4000,"BEIRO, FRANCISCO AV. 4000","4000 BEIRO, FRANCISCO AV.",4501-4203,,VILLA DEVOTO,11
-585.148.215.615.303,-345.886.909.975.989,549,FARMACIA,"CABEZON, JOSE LEON",3609,"CABEZON, JOSE LEON 3609","3609 CABEZON, JOSE LEON",4573-3233,/2846,VILLA DEVOTO,11
-585.237.113.135.263,-34.614.793.802.637,894,FARMACIA,AV LOPE DE VEGA,2965,LOPE DE VEGA AV. 2965,2965 LOPE DE VEGA AV.,4568-8216,,VILLA DEVOTO,11
-585.072.033.491.003,-345.901.337.104.342,610,FARMACIA,CAMPANA,4658,CAMPANA 4658,4658 CAMPANA,,,VILLA DEVOTO,11
-585.205.335.431.471,-346.172.471.712.144,658,FARMACIA,AV LOPE DE VEGA,2667,LOPE DE VEGA AV. 2667,2667 LOPE DE VEGA AV.,4567-6441,,VILLA DEVOTO,11
-585.259.128.751.466,-346.131.946.815.246,660,FARMACIA,AV LOPE DE VEGA,3249,LOPE DE VEGA AV. 3249,3249 LOPE DE VEGA AV.,4639-6010,/3871,VILLA DEVOTO,11
-585.128.052.806.969,-346.067.168.287.458,735,FARMACIA,AV BEIRO FRANCISCO,4402,"BEIRO, FRANCISCO AV. 4402","4402 BEIRO, FRANCISCO AV.",,,VILLA DEVOTO,11
-585.199.220.469.743,-346.177.865.244.575,780,FARMACIA,AV LOPE DE VEGA,2599,LOPE DE VEGA AV. 2599,2599 LOPE DE VEGA AV.,4568-8359,,VILLA DEVOTO,11
-585.106.295.584.144,-345.916.165.218.841,847,FARMACIA,AV SAN MARTIN,6899,SAN MARTIN AV. 6899,6899 SAN MARTIN AV.,4573-0288,,VILLA DEVOTO,11
-585.116.286.060.358,-346.003.472.601.139,848,FARMACIA,AV CHIVILCOY,3894,CHIVILCOY AV. 3894,3894 CHIVILCOY AV.,4503-9146,,VILLA DEVOTO,11
-585.161.380.949.718,-345.899.577.816.076,873,FARMACIA,AV SAN MARTIN,7277,SAN MARTIN AV. 7277,7277 SAN MARTIN AV.,4505-0810,,VILLA DEVOTO,11
-585.055.632.231.733,-345.935.080.441.465,917,FARMACIA,AV SAN MARTIN,6473,SAN MARTIN AV. 6473,6473 SAN MARTIN AV.,4572-9941,,VILLA DEVOTO,11
-585.245.436.802.999,-346.138.471.556.383,1033,FARMACIA,AV BEIRO FRANCISCO,5280,"BEIRO, FRANCISCO AV. 5280","5280 BEIRO, FRANCISCO AV.",,,VILLA DEVOTO,11
-585.122.247.355.495,-346.063.382.329.969,1048,FARMACIA,AV BEIRO FRANCISCO,4366,"BEIRO, FRANCISCO AV. 4366","4366 BEIRO, FRANCISCO AV.",,,VILLA DEVOTO,11
-585.223.816.636.976,-346.065.758.292.468,1127,FARMACIA,NUEVA YORK,4897,NUEVA YORK 4897,4897 NUEVA YORK,4504-9430,,VILLA DEVOTO,11
-585.029.011.246.981,-346.001.346.223.137,1155,FARMACIA,AV BEIRO FRANCISCO,3551,"BEIRO, FRANCISCO AV. 3551","3551 BEIRO, FRANCISCO AV.",4502-7955,,VILLA DEVOTO,11
-585.254.545.423.105,-346.136.075.761.251,1206,FARMACIA,AV LOPE DE VEGA,3185,LOPE DE VEGA AV. 3185,3185 LOPE DE VEGA AV.,4639-9400,,VILLA DEVOTO,11
-585.087.803.350.855,-346.080.939.469.517,1245,FARMACIA,SANABRIA,3111,SANABRIA 3111,3111 SANABRIA,,,VILLA DEVOTO,11
-585.063.512.156.094,-346.117.078.085.584,1457,FARMACIA,NOGOYA,4418,NOGOYA 4418,4418 NOGOYA,2073-5860,,VILLA DEVOTO,11
-585.160.581.336.709,-34.610.223.108.571,1461,FARMACIA,JOSE PEDRO VARELA,4720,"VARELA, JOSE PEDRO 4720","4720 VARELA, JOSE PEDRO",,,VILLA DEVOTO,11
-585.152.830.371.338,-3.460.818.550.396,1488,FARMACIA,AV BEIRO FRANCISCO,4594,"BEIRO, FRANCISCO AV. 4594","4594 BEIRO, FRANCISCO AV.",4502-0947,,VILLA DEVOTO,11
-585.283.020.319.067,-346.114.941.895.535,1524,FARMACIA,AV LOPE DE VEGA,3537,LOPE DE VEGA AV. 3537,3537 LOPE DE VEGA AV.,4568-6112,,VILLA DEVOTO,11
-585.248.211.025.968,-346.396.159.502.234,4,FARMACIA,CARHUE,40,CARHUE 40,40 CARHUE,4641-0461,,LINIERS,9
-58.525.507.413.766,-346.370.137.986.724,50,FARMACIA,BYNNON,6801,BYNNON 6801,6801 BYNNON,4641-1062,,LINIERS,9
-585.109.650.417.832,-346.418.966.542.697,124,FARMACIA,POLA,299,POLA 299,299 POLA,4641-3030,,LINIERS,9
-585.229.873.283.541,-346.390.564.182.498,145,FARMACIA,AV RIVADAVIA,11244,RIVADAVIA AV. 11244,11244 RIVADAVIA AV.,4642-8701,,LINIERS,9
-58.526.691.158.173,-346.381.681.353.956,197,FARMACIA,VIEDMA FRANCISCO DE,6901,"VIEDMA, FRANCISCO DE 6901","6901 VIEDMA, FRANCISCO DE",4644-2498,FAX 6742 080-0222-1519,LINIERS,9
-585.274.159.339.648,-34.638.181.950.598,322,FARMACIA,VIEDMA FRANCISCO DE,6967,"VIEDMA, FRANCISCO DE 6967","6967 VIEDMA, FRANCISCO DE",4642-5100,,LINIERS,9
-585.255.084.186.466,-346.510.932.417.127,393,FARMACIA,MONTIEL,1100,MONTIEL 1100,1100 MONTIEL,,,LINIERS,9
-585.226.342.694.161,-3.464.679.989.928,396,FARMACIA,COSQUIN,732,COSQUIN 732,732 COSQUIN,4641-4647,,LINIERS,9
